gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Afferent/Efferent Endothelial	B Cells	CCD_IC	CCD_PC	CNT	Cd4 T Cells	Cd8 T Cells	DCT	Dendritic Cells	Endothelial	Fibroblast	Glomerular Endothelial	IMCD_IC	IMCD_PC	LOH_ATL	LOH_CTAL	LOH_DTL1	LOH_DTL2	LOH_DTL3	LOH_MTAL	Macrophages	Mesangial Cells	Monocytes	NK Cells	OMCD_IC	OMCD_PC	PTS1	PTS2	PTS3	Parietal Endothelial	Pericytes	Podocyte	Satellite Glia	Schwann Cells	Sensory Neurons	Spinal Endothelial	Sympathetic Neurons	VSMC
ADRA2A	P08913	False	ADA2A_HUMAN		CPI-CS09EDD1969	0.0	0.0	0.003	0.066	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.016	0.007	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.01	0.017	0.0	0.0	0.0	0.002	0.008	0.0	0.001	0.002	0.005	0.0	0.155	0.003
ADRA2A	P08913	False	ADA2A_HUMAN		CPI-CS00979A178	0.0	0.0	0.003	0.066	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.016	0.007	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.01	0.017	0.0	0.0	0.0	0.002	0.008	0.0	0.001	0.002	0.005	0.0	0.155	0.003
ADRA2A	P08913	False	ADA2A_HUMAN		CPI-CS025F16589	0.0	0.0	0.003	0.066	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.016	0.007	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.01	0.017	0.0	0.0	0.0	0.002	0.008	0.0	0.001	0.002	0.005	0.0	0.155	0.003
ADRA2A	P08913	False	ADA2A_HUMAN		CPI-CS0EAD92BCF	0.0	0.0	0.003	0.066	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.016	0.007	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.01	0.017	0.0	0.0	0.0	0.002	0.008	0.0	0.001	0.002	0.005	0.0	0.155	0.003
ADRA2A	P08913	False	ADA2A_HUMAN		CPI-CS0102B6543	0.0	0.0	0.003	0.066	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.016	0.007	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.01	0.017	0.0	0.0	0.0	0.002	0.008	0.0	0.001	0.002	0.005	0.0	0.155	0.003
ADRA2B	P18089	False	ADA2B_HUMAN		CPI-CS07947C107	0.007	0.001	0.004	0.004	0.011	0.003	0.008	0.003	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.002	0.011	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.001	0.192	0.211	0.169	0.002	0.076	0.0	0.0	0.0	0.0	0.0	0.136	0.013
ADRA2B	P18089	False	ADA2B_HUMAN		CPI-CS03367AA19	0.007	0.001	0.004	0.004	0.011	0.003	0.008	0.003	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.002	0.011	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.001	0.192	0.211	0.169	0.002	0.076	0.0	0.0	0.0	0.0	0.0	0.136	0.013
ADRA2B	P18089	False	ADA2B_HUMAN		CPI-CS0B66F51DF	0.007	0.001	0.004	0.004	0.011	0.003	0.008	0.003	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.002	0.011	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.001	0.192	0.211	0.169	0.002	0.076	0.0	0.0	0.0	0.0	0.0	0.136	0.013
ADRA2B	P18089	False	ADA2B_HUMAN		CPI-CS0CCD9D09E	0.007	0.001	0.004	0.004	0.011	0.003	0.008	0.003	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.002	0.011	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.001	0.192	0.211	0.169	0.002	0.076	0.0	0.0	0.0	0.0	0.0	0.136	0.013
ADRA2B	P18089	False	ADA2B_HUMAN		CPI-CS01FAF361D	0.007	0.001	0.004	0.004	0.011	0.003	0.008	0.003	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.002	0.011	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.001	0.192	0.211	0.169	0.002	0.076	0.0	0.0	0.0	0.0	0.0	0.136	0.013
ADRA2B	P18089	False	ADA2B_HUMAN		CPI-CS0345842F1	0.007	0.001	0.004	0.004	0.011	0.003	0.008	0.003	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.002	0.011	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.001	0.192	0.211	0.169	0.002	0.076	0.0	0.0	0.0	0.0	0.0	0.136	0.013
ADRA2B	P18089	False	ADA2B_HUMAN		CPI-CS05A217639	0.007	0.001	0.004	0.004	0.011	0.003	0.008	0.003	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.002	0.011	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.001	0.192	0.211	0.169	0.002	0.076	0.0	0.0	0.0	0.0	0.0	0.136	0.013
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS0D4E32D9D	0.029	0.0	0.0	0.008	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.003	0.0	0.004	0.033	0.0	0.034	0.023	0.072	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.132	0.016	0.041	0.038	0.0	0.026	0.005	0.055	0.003
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS0965866AD	0.029	0.0	0.0	0.008	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.003	0.0	0.004	0.033	0.0	0.034	0.023	0.072	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.132	0.016	0.041	0.038	0.0	0.026	0.005	0.055	0.003
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS07E858C0F	0.029	0.0	0.0	0.008	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.003	0.0	0.004	0.033	0.0	0.034	0.023	0.072	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.132	0.016	0.041	0.038	0.0	0.026	0.005	0.055	0.003
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS0E52EA029	0.029	0.0	0.0	0.008	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.003	0.0	0.004	0.033	0.0	0.034	0.023	0.072	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.132	0.016	0.041	0.038	0.0	0.026	0.005	0.055	0.003
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS03C9B1F6C	0.029	0.0	0.0	0.008	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.003	0.0	0.004	0.033	0.0	0.034	0.023	0.072	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.132	0.016	0.041	0.038	0.0	0.026	0.005	0.055	0.003
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS04395827F	0.029	0.0	0.0	0.008	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.003	0.0	0.004	0.033	0.0	0.034	0.023	0.072	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.132	0.016	0.041	0.038	0.0	0.026	0.005	0.055	0.003
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS0749A56F0	0.029	0.0	0.0	0.008	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.003	0.0	0.004	0.033	0.0	0.034	0.023	0.072	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.132	0.016	0.041	0.038	0.0	0.026	0.005	0.055	0.003
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS043102EAA	0.004	0.001	0.02	0.0	0.0	0.005	0.007	0.02	0.0	0.001	0.0	0.009	0.01	0.0	0.0	0.007	0.0	0.0	0.0	0.002	0.019	0.0	0.02	0.0	0.041	0.0	0.0	0.0	0.0	0.006	0.0	0.001	0.0	0.0	0.01	0.015	0.002	0.017
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS0C2C1436F	0.004	0.001	0.02	0.0	0.0	0.005	0.007	0.02	0.0	0.001	0.0	0.009	0.01	0.0	0.0	0.007	0.0	0.0	0.0	0.002	0.019	0.0	0.02	0.0	0.041	0.0	0.0	0.0	0.0	0.006	0.0	0.001	0.0	0.0	0.01	0.015	0.002	0.017
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS01A3364DC	0.004	0.001	0.02	0.0	0.0	0.005	0.007	0.02	0.0	0.001	0.0	0.009	0.01	0.0	0.0	0.007	0.0	0.0	0.0	0.002	0.019	0.0	0.02	0.0	0.041	0.0	0.0	0.0	0.0	0.006	0.0	0.001	0.0	0.0	0.01	0.015	0.002	0.017
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS08E4B4F26	0.004	0.001	0.02	0.0	0.0	0.005	0.007	0.02	0.0	0.001	0.0	0.009	0.01	0.0	0.0	0.007	0.0	0.0	0.0	0.002	0.019	0.0	0.02	0.0	0.041	0.0	0.0	0.0	0.0	0.006	0.0	0.001	0.0	0.0	0.01	0.015	0.002	0.017
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS08B421238	0.004	0.001	0.02	0.0	0.0	0.005	0.007	0.02	0.0	0.001	0.0	0.009	0.01	0.0	0.0	0.007	0.0	0.0	0.0	0.002	0.019	0.0	0.02	0.0	0.041	0.0	0.0	0.0	0.0	0.006	0.0	0.001	0.0	0.0	0.01	0.015	0.002	0.017
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS0B9360E04	0.004	0.001	0.02	0.0	0.0	0.005	0.007	0.02	0.0	0.001	0.0	0.009	0.01	0.0	0.0	0.007	0.0	0.0	0.0	0.002	0.019	0.0	0.02	0.0	0.041	0.0	0.0	0.0	0.0	0.006	0.0	0.001	0.0	0.0	0.01	0.015	0.002	0.017
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS0ED38DC11	0.004	0.001	0.02	0.0	0.0	0.005	0.007	0.02	0.0	0.001	0.0	0.009	0.01	0.0	0.0	0.007	0.0	0.0	0.0	0.002	0.019	0.0	0.02	0.0	0.041	0.0	0.0	0.0	0.0	0.006	0.0	0.001	0.0	0.0	0.01	0.015	0.002	0.017
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS09918B680	0.081	0.241	0.185	0.0	0.0	0.048	0.027	0.004	0.125	0.005	0.027	0.053	0.019	0.002	0.004	0.004	0.009	0.002	0.001	0.0	0.313	0.003	0.32	0.027	0.091	0.006	0.009	0.088	0.094	0.009	0.0	0.043	0.01	0.025	0.003	0.057	0.033	0.018
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS0B163FBF9	0.081	0.241	0.185	0.0	0.0	0.048	0.027	0.004	0.125	0.005	0.027	0.053	0.019	0.002	0.004	0.004	0.009	0.002	0.001	0.0	0.313	0.003	0.32	0.027	0.091	0.006	0.009	0.088	0.094	0.009	0.0	0.043	0.01	0.025	0.003	0.057	0.033	0.018
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS05E2B5099	0.081	0.241	0.185	0.0	0.0	0.048	0.027	0.004	0.125	0.005	0.027	0.053	0.019	0.002	0.004	0.004	0.009	0.002	0.001	0.0	0.313	0.003	0.32	0.027	0.091	0.006	0.009	0.088	0.094	0.009	0.0	0.043	0.01	0.025	0.003	0.057	0.033	0.018
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS09B74556F	0.081	0.241	0.185	0.0	0.0	0.048	0.027	0.004	0.125	0.005	0.027	0.053	0.019	0.002	0.004	0.004	0.009	0.002	0.001	0.0	0.313	0.003	0.32	0.027	0.091	0.006	0.009	0.088	0.094	0.009	0.0	0.043	0.01	0.025	0.003	0.057	0.033	0.018
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS085B8BFD8	0.081	0.241	0.185	0.0	0.0	0.048	0.027	0.004	0.125	0.005	0.027	0.053	0.019	0.002	0.004	0.004	0.009	0.002	0.001	0.0	0.313	0.003	0.32	0.027	0.091	0.006	0.009	0.088	0.094	0.009	0.0	0.043	0.01	0.025	0.003	0.057	0.033	0.018
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS0E8897714	0.081	0.241	0.185	0.0	0.0	0.048	0.027	0.004	0.125	0.005	0.027	0.053	0.019	0.002	0.004	0.004	0.009	0.002	0.001	0.0	0.313	0.003	0.32	0.027	0.091	0.006	0.009	0.088	0.094	0.009	0.0	0.043	0.01	0.025	0.003	0.057	0.033	0.018
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS09C112D46	0.081	0.241	0.185	0.0	0.0	0.048	0.027	0.004	0.125	0.005	0.027	0.053	0.019	0.002	0.004	0.004	0.009	0.002	0.001	0.0	0.313	0.003	0.32	0.027	0.091	0.006	0.009	0.088	0.094	0.009	0.0	0.043	0.01	0.025	0.003	0.057	0.033	0.018
ADRB3	P13945	False	ADRB3_HUMAN		CPI-CS09342A843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ADRB3	P13945	False	ADRB3_HUMAN		CPI-CS0567F5A28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ADRB3	P13945	False	ADRB3_HUMAN		CPI-CS0E6D457AD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ADRB3	P13945	False	ADRB3_HUMAN		CPI-CS046C11B05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ADRB3	P13945	False	ADRB3_HUMAN		CPI-CS05A668606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ADRB3	P13945	False	ADRB3_HUMAN		CPI-CS067A8F850	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.002	0.0	0.0	0.0
ADRB3	P13945	False	ADRB3_HUMAN		CPI-CS0389CC0EC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.002	0.0	0.0	0.0
EPOR	P19235	False	EPOR_HUMAN		CPI-SS087A17AD6	0.007	0.006	0.0	0.161	0.048	0.006	0.002	0.002	0.003	0.009	0.079	0.004	0.021	0.639	0.489	0.003	0.0	0.346	0.368	0.015	0.054	0.152	0.009	0.0	0.0	0.434	0.0	0.001	0.001	0.076	0.0	0.003	0.001	0.0	0.0	0.0	0.0	0.013
ESR2	Q92731	False	ESR2_HUMAN		CPI-CS0B87D36A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
ESR2	Q92731	False	ESR2_HUMAN		CPI-CS0A04F7238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
GPER1	Q99527	False	GPER1_HUMAN		CPI-CS0DAC88EFA	0.128	0.0	0.008	0.038	0.084	0.0	0.0	0.014	0.0	0.004	0.0	0.001	0.008	0.01	0.0	0.0	0.007	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.002	0.005	0.008	0.0	0.011	0.0	0.007	0.004	0.042	0.02
GPER1	Q99527	False	GPER1_HUMAN		CPI-CS0B08AEA2D	0.128	0.0	0.008	0.038	0.084	0.0	0.0	0.014	0.0	0.004	0.0	0.001	0.008	0.01	0.0	0.0	0.007	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.002	0.005	0.008	0.0	0.011	0.0	0.007	0.004	0.042	0.02
CR2	P20023	False	CR2_HUMAN		CPI-SS000568A0E	0.008	0.24	0.004	0.14	0.099	0.002	0.007	0.016	0.007	0.018	0.0	0.003	0.008	0.014	0.006	0.005	0.02	0.004	0.011	0.002	0.002	0.002	0.004	0.0	0.009	0.022	0.006	0.006	0.011	0.0	0.005	0.001	0.0	0.0	0.003	0.0	0.002	0.003
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0D26FB68C	0.364	0.001	0.011	0.147	0.086	0.002	0.0	0.055	0.003	0.003	0.232	0.259	0.054	0.108	0.072	0.041	0.077	0.076	0.044	0.033	0.003	0.285	0.001	0.0	0.012	0.05	0.002	0.0	0.007	0.16	0.008	0.144	0.001	0.003	0.001	0.008	0.0	0.107
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS04A97448D	0.364	0.001	0.011	0.147	0.086	0.002	0.0	0.055	0.003	0.003	0.232	0.259	0.054	0.108	0.072	0.041	0.077	0.076	0.044	0.033	0.003	0.285	0.001	0.0	0.012	0.05	0.002	0.0	0.007	0.16	0.008	0.144	0.001	0.003	0.001	0.008	0.0	0.107
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0AECC113F	0.364	0.001	0.011	0.147	0.086	0.002	0.0	0.055	0.003	0.003	0.232	0.259	0.054	0.108	0.072	0.041	0.077	0.076	0.044	0.033	0.003	0.285	0.001	0.0	0.012	0.05	0.002	0.0	0.007	0.16	0.008	0.144	0.001	0.003	0.001	0.008	0.0	0.107
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS05A94DE17	0.364	0.001	0.011	0.147	0.086	0.002	0.0	0.055	0.003	0.003	0.232	0.259	0.054	0.108	0.072	0.041	0.077	0.076	0.044	0.033	0.003	0.285	0.001	0.0	0.012	0.05	0.002	0.0	0.007	0.16	0.008	0.144	0.001	0.003	0.001	0.008	0.0	0.107
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS09D21167E	0.364	0.001	0.011	0.147	0.086	0.002	0.0	0.055	0.003	0.003	0.232	0.259	0.054	0.108	0.072	0.041	0.077	0.076	0.044	0.033	0.003	0.285	0.001	0.0	0.012	0.05	0.002	0.0	0.007	0.16	0.008	0.144	0.001	0.003	0.001	0.008	0.0	0.107
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06D341996	0.364	0.001	0.011	0.147	0.086	0.002	0.0	0.055	0.003	0.003	0.232	0.259	0.054	0.108	0.072	0.041	0.077	0.076	0.044	0.033	0.003	0.285	0.001	0.0	0.012	0.05	0.002	0.0	0.007	0.16	0.008	0.144	0.001	0.003	0.001	0.008	0.0	0.107
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0E928B8C8	0.364	0.001	0.011	0.147	0.086	0.002	0.0	0.055	0.003	0.003	0.232	0.259	0.054	0.108	0.072	0.041	0.077	0.076	0.044	0.033	0.003	0.285	0.001	0.0	0.012	0.05	0.002	0.0	0.007	0.16	0.008	0.144	0.001	0.003	0.001	0.008	0.0	0.107
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0755A26DD	0.175	0.003	0.027	0.059	0.13	0.003	0.003	0.112	0.126	0.037	0.022	0.058	0.069	0.055	0.056	0.048	0.095	0.01	0.048	0.032	0.003	0.059	0.004	0.0	0.019	0.08	0.036	0.033	0.043	0.22	0.182	0.681	0.388	0.075	0.143	0.063	0.172	0.331
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01F67987A	0.175	0.003	0.027	0.059	0.13	0.003	0.003	0.112	0.126	0.037	0.022	0.058	0.069	0.055	0.056	0.048	0.095	0.01	0.048	0.032	0.003	0.059	0.004	0.0	0.019	0.08	0.036	0.033	0.043	0.22	0.182	0.681	0.388	0.075	0.143	0.063	0.172	0.331
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0FFB9E01B	0.175	0.003	0.027	0.059	0.13	0.003	0.003	0.112	0.126	0.037	0.022	0.058	0.069	0.055	0.056	0.048	0.095	0.01	0.048	0.032	0.003	0.059	0.004	0.0	0.019	0.08	0.036	0.033	0.043	0.22	0.182	0.681	0.388	0.075	0.143	0.063	0.172	0.331
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS01333FFA6	0.175	0.003	0.027	0.059	0.13	0.003	0.003	0.112	0.126	0.037	0.022	0.058	0.069	0.055	0.056	0.048	0.095	0.01	0.048	0.032	0.003	0.059	0.004	0.0	0.019	0.08	0.036	0.033	0.043	0.22	0.182	0.681	0.388	0.075	0.143	0.063	0.172	0.331
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS05632AB58	0.175	0.003	0.027	0.059	0.13	0.003	0.003	0.112	0.126	0.037	0.022	0.058	0.069	0.055	0.056	0.048	0.095	0.01	0.048	0.032	0.003	0.059	0.004	0.0	0.019	0.08	0.036	0.033	0.043	0.22	0.182	0.681	0.388	0.075	0.143	0.063	0.172	0.331
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS015819E65	0.338	0.004	0.026	0.008	0.0	0.007	0.0	0.004	0.006	0.027	0.253	0.17	0.075	0.001	0.0	0.01	0.014	0.0	0.004	0.0	0.003	0.011	0.001	0.0	0.031	0.002	0.103	0.079	0.098	0.012	0.015	0.01	0.005	0.0	0.0	0.032	0.004	0.008
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0BC9F7E9E	0.338	0.004	0.026	0.008	0.0	0.007	0.0	0.004	0.006	0.027	0.253	0.17	0.075	0.001	0.0	0.01	0.014	0.0	0.004	0.0	0.003	0.011	0.001	0.0	0.031	0.002	0.103	0.079	0.098	0.012	0.015	0.01	0.005	0.0	0.0	0.032	0.004	0.008
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D636A374	0.338	0.004	0.026	0.008	0.0	0.007	0.0	0.004	0.006	0.027	0.253	0.17	0.075	0.001	0.0	0.01	0.014	0.0	0.004	0.0	0.003	0.011	0.001	0.0	0.031	0.002	0.103	0.079	0.098	0.012	0.015	0.01	0.005	0.0	0.0	0.032	0.004	0.008
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0696C2B28	0.338	0.004	0.026	0.008	0.0	0.007	0.0	0.004	0.006	0.027	0.253	0.17	0.075	0.001	0.0	0.01	0.014	0.0	0.004	0.0	0.003	0.011	0.001	0.0	0.031	0.002	0.103	0.079	0.098	0.012	0.015	0.01	0.005	0.0	0.0	0.032	0.004	0.008
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0CFABB69A	0.338	0.004	0.026	0.008	0.0	0.007	0.0	0.004	0.006	0.027	0.253	0.17	0.075	0.001	0.0	0.01	0.014	0.0	0.004	0.0	0.003	0.011	0.001	0.0	0.031	0.002	0.103	0.079	0.098	0.012	0.015	0.01	0.005	0.0	0.0	0.032	0.004	0.008
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS05D62446A	0.338	0.004	0.026	0.008	0.0	0.007	0.0	0.004	0.006	0.027	0.253	0.17	0.075	0.001	0.0	0.01	0.014	0.0	0.004	0.0	0.003	0.011	0.001	0.0	0.031	0.002	0.103	0.079	0.098	0.012	0.015	0.01	0.005	0.0	0.0	0.032	0.004	0.008
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0D9366D11	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.002	0.0	0.003	0.0	0.0	0.0	0.025	0.043	0.0	0.0	0.005	0.002	0.003	0.001	0.0	0.0	0.0	0.045	0.05	0.104	0.015	0.002	0.148	0.001	0.0	0.0	0.0	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS008FB916C	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.002	0.0	0.003	0.0	0.0	0.0	0.025	0.043	0.0	0.0	0.005	0.002	0.003	0.001	0.0	0.0	0.0	0.045	0.05	0.104	0.015	0.002	0.148	0.001	0.0	0.0	0.0	0.0	0.0
LAG3	P18627	False	LAG3_HUMAN		CPI-SS0B7D22073	0.02	0.001	0.004	0.003	0.004	0.026	0.086	0.005	0.058	0.001	0.005	0.045	0.003	0.003	0.003	0.005	0.015	0.008	0.002	0.009	0.018	0.025	0.025	0.073	0.012	0.004	0.001	0.004	0.001	0.057	0.02	0.005	0.0	0.0	0.0	0.0	0.011	0.017
FLT3	P36888	False	FLT3_HUMAN		CPI-SS0D97E07F8	0.0	0.008	0.003	0.0	0.0	0.0	0.0	0.001	0.313	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.006	0.0	0.045	0.011	0.0	0.0	0.002	0.0	0.0	0.004	0.0	0.0	0.0	0.002	0.032	0.0	0.003	0.0
SCARA5	Q6ZMJ2	False	SCAR5_HUMAN		CPI-SS018AC8F36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.021	0.0	0.0	0.009	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0
SCARA5	Q6ZMJ2	False	SCAR5_HUMAN		CPI-SS00577086D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.021	0.0	0.0	0.009	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0
GALR1	P47211	False	GALR1_HUMAN		CPI-SS0BE567EFB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.002	0.0
GALR2	O43603	False	GALR2_HUMAN		CPI-SS04BCE85CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.003	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0
